lat,lon,country,state,county,species,year,sex,sc,doy,elevation,tmax_wt,tmax_sp,tmin_wt,tmin_sp,ppt_wt,ppt_sp,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,LT_Tmax_wt,LT_Tmax_sp,LT_Tmin_wt,LT_Tmin_sp,LT_PPT_wt,LT_PPT_sp,Tmax_wt_anm,Tmax_sp_anm,Tmin_wt_anm,Tmin_sp_anm,PPT_wt_anm,PPT_sp_anm
41.434055,-73.5765869,US,New York,Putnam,Populus deltoides,2009,F,New York_Putnam,143,195.54640197753903,5.1322265625,8.15069808959961,-2.7402507781982424,-1.221656608581543,268.4952449798584,237.5394401550293,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,3.7407621308403503,7.1295645273032315,-3.3790593134046727,-1.6170361450439734,257.7885619454465,285.46186883878306,1.391464431659649,1.0211335622963782,0.6388085352064303,0.3953795364624304,0.04153280872359917,-0.1678768126849837
45.679653,-111.038558,US,Montana,Gallatin,Populus tremuloides,1906,F,Montana_Gallatin,128,1915.5181884765625,-2.623411750793457,-1.1453722953796386,-11.35009307861328,-11.446749114990237,78.5331039428711,152.2424278259277,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-2.5029916545597164,3.449167226668166,-11.11623126143116,-7.288653843983882,89.71790485002226,135.98387239376035,-0.12042009623374073,-4.594539522047805,-0.2338618171821203,-4.158095271006355,-0.12466631856649286,0.11956238005260236
47.42306,-117.56528,US,Washington,Spokane,Populus tremuloides,1963,M,Washington_Spokane,89,726.762939453125,4.459434127807617,10.08859634399414,-1.017212772369385,0.07805206775665283,157.46503829956055,120.04148864746094,10.1.2,Columbia Plateau,10.1,COLD DESERTS,1.7917273064222887,8.8616109222925,-4.4484190586865955,-0.934719610129083,207.84514669507237,121.22003228179548,2.667706821385328,1.2269854217016398,3.4312062863172104,1.012771677885736,-0.24239251768252257,-0.00972235044117804
45.870511,-121.520244,US,Washington,Klickitat,Populus tremuloides,1973,F,Washington_Klickitat,76,620.88519287109375,1.6560792922973633,10.561349487304687,-5.7349082946777346,0.5555931091308594,219.21243476867676,39.5946569442749,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,3.890806300723452,9.836481386072496,-2.183035224522069,0.40332675240495686,260.1592190881503,93.06486272401168,-2.234727008426089,0.7248681012321914,-3.5518730701556653,0.1522663567259025,-0.1573912485707433,-0.5745477317073496
40.799624,-76.864254,US,Pennsylvania,Snyder,Populus grandidentata,1925,M,Pennsylvania_Snyder,105,255.8067169189453,3.0533905029296875,9.820489501953125,-3.828811264038086,-0.5035407543182373,181.87203979492188,215.3905563354492,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,3.9870233681242353,8.21813224503974,-2.717655600267699,-0.8899079384623447,215.4746869054891,269.38648986047053,-0.9336328651945478,1.6023572569133844,-1.1111556637703872,0.3863671841441074,-0.1559470747731308,-0.2004403916209335
38.35,-115.58,US,Nevada,Nye,Populus angustifolia,1985,F,Nevada_Nye,135,1775.63330078125,2.7683815002441405,10.735840606689454,-6.5198616027832035,-1.8522272109985352,34.94248294830322,43.31864595413208,10.1.5,Central Basin and Range,10.1,COLD DESERTS,5.491982255547734,12.12811617811187,-5.181081368559497,-0.4468237628768966,39.73063870585571,46.36806949443176,-2.7236007553035937,-1.3922755714224166,-1.338780234223706,-1.4054034481216386,-0.12051544887061642,-0.06576559200218324
40.199968,-74.878779,US,Pennsylvania,Bucks,Populus grandidentata,2010,F,Pennsylvania_Bucks,105,101.19856262207033,4.98286247253418,12.896003723144531,-1.285075569152832,3.673436355590821,341.05428314208984,337.07350158691406,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,5.30702696210247,9.282934233721566,-1.747853640358326,0.06302548539770106,255.4592194675187,281.2782003566197,-0.32416448956829047,3.6130694894229656,0.4627780712054941,3.61041087019312,0.3350635136715215,0.19836340377446257
40.5925,-111.5828333,US,Utah,Salt Lake,Populus tremuloides,2003,F,Utah_Salt Lake,177,1710.1448974609375,3.2703189849853516,9.562140655517576,-5.398342132568359,-1.3827792167663575,68.4525260925293,123.20945739746094,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,1.549474229650983,8.278204642223713,-7.971845349134025,-2.8781892801533213,123.03217746305768,147.88452396761468,1.7208447553343686,1.2839360132938626,2.5735032165656655,1.4954100633869638,-0.4436209493806348,-0.16685360920901604
40.22,-79.97,US,Pennsylvania,Washington,Populus grandidentata,1980,M,Pennsylvania_Washington,111,347.40728759765625,6.0743663787841795,7.173492431640625,-1.6315385818481445,-1.97708740234375,120.32211685180664,314.8825988769531,8.4.3,Western Allegheny Plateau,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,4.238981831503117,8.837219663026955,-2.967536838487169,-0.33047473223018925,204.68453666525372,270.9978526017646,1.8353845472810624,-1.6637272313863305,1.3359982566390245,-1.6466126701135606,-0.4121582469681895,0.1619376163090039
39.12,-114.18,US,Nevada,White Pine,Populus angustifolia,1991,M,Nevada_White Pine,113,2082.461181640625,-2.448786163330078,6.534380340576172,-14.606430053710936,-3.82860107421875,29.593374729156498,116.03540420532228,10.1.5,Central Basin and Range,10.1,COLD DESERTS,1.7969774355322634,7.995193616081687,-7.901899119231659,-3.3168915099456524,61.42081110075369,75.88640954899186,-4.245763598862341,-1.4608132755055152,-6.704530934479276,-0.5117095642730978,-0.5181865201908191,0.5290669949328731
42.434582,-76.481578,US,New York,Tompkins,Populus alba,1913,F,New York_Tompkins,131,366.6954040527344,4.217800903320312,7.926447296142579,-2.9080373764038088,-2.440987205505371,177.17108917236328,237.3293228149414,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,1.7788802927075813,5.166510396688676,-5.212854963399596,-3.9188090668005096,169.23657830448474,220.63843431328525,2.438920610612731,2.759936899453903,2.304817586995787,1.4778218612951384,0.04688413667642842,0.07564814604311737
41.89167,-111.63158,US,Utah,Cache,Populus tremuloides,2018,F,Utah_Cache,166,1918.077880859375,0.40461425781251137,4.322290039062523,-10.841040039062475,-6.3283203124999545,84.37342529296876,172.14134765625,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,-0.6708541063181422,5.670048168076187,-9.343006397829216,-4.863385725582346,122.88121516773256,136.7620495779374,1.0754683641306535,-1.3477581290136644,-1.498033641233258,-1.4649345869176085,-0.31337409727109844,0.25869236522483363
40.09522,-111.13298,US,Utah,Wasatch,Populus tremuloides,2018,F,Utah_Wasatch,158,2450.30322265625,1.2744628906250457,2.329931640625034,-11.018749999999956,-8.734838867187477,146.031044921875,221.70254882812495,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,-2.0851499570628333,4.10455147158198,-12.259801119788218,-7.339260861052184,143.09984445256757,122.89165739203702,3.3596128476878793,-1.7746198309569463,1.2410511197882617,-1.3955780061352936,0.02048360346246937,0.8040488144843797
42.51937,-111.26731,US,Idaho,Bear Lake,Populus tremuloides,2018,F,Idaho_Bear Lake,156,2064.809814453125,-1.4342041015624432,2.0913818359375114,-11.460693359374943,-6.236791992187477,100.17155517578124,172.700390625,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-1.831063979674698,4.368962034157345,-10.365931936361022,-6.217343709128243,100.28259367688229,103.89382754277784,0.3968598781122547,-2.277580198219834,-1.0947614230139209,-0.0194482830592344,-0.0011072559756363,0.6622776801046374
41.8375,-73.2625,US,Connecticut,Litchfield,Populus deltoides,1973,F,Connecticut_Litchfield,108,277.29168701171875,2.915101432800293,9.42045669555664,-2.2881406784057616,1.0643258094787598,352.9816589355469,397.5317306518554,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,2.8780066994287203,6.112723715165083,-4.296708422778016,-2.481719167437873,266.4814430133367,285.9638392934078,0.03709473337157254,3.307732980391557,2.0085677443722543,3.5460449769166327,0.3246012740852694,0.39014685085401835
30.4581,-91.7302,US,Louisiana,Saint Martin,Populus deltoides,2007,M,Louisiana_Saint Martin,76,2.492233991622925,17.11339111328125,23.28479461669922,8.023812866210937,12.715624237060547,463.7641944885254,298.6784248352051,8.5.2,Mississippi Alluvial Plain,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,16.9888537067478,21.098331137264477,7.523443473880575,11.10969333103725,376.2778175654654,360.9729344337528,0.1245374065334488,2.1864634794347424,0.500369392330362,1.605930906023298,0.2325047420788736,-0.17257390695030134
44.3549733,-93.421327,US,Minnesota,Rice,Populus tremuloides,2017,M,Minnesota_Rice,74,334.1228942871094,-3.4287445068359377,6.2344238281250455,-9.553734588623048,-3.5991699218749886,97.4154721069336,253.39253662109377,8.1.4,North Central Hardwood Forests,8.1,MIXED WOOD PLAINS,-2.761720932287685,4.408340093343199,-10.899462214970992,-6.141336500321616,67.23310867015083,190.5620391441794,-0.6670235745482529,1.8260837347818464,1.3457276263479443,2.5421665784466274,0.4489211347471533,0.32971150896100954
46.408336,-105.840558,US,Montana,Custer,Populus deltoides,1902,F,Montana_Custer,146,867.80511474609375,-0.07658596038818359,4.814570617675781,-7.000824737548828,-4.288432693481445,51.24259567260742,125.1714687347412,9.3.3,Northwestern Great Plains,9.3,WEST-CENTRAL SEMIARID PRAIRIES,-0.5278940026032715,6.528411497238304,-8.753347584999213,-5.072306186211208,32.72586598820605,95.96131526470184,0.45130804221508786,-1.7138408795625226,1.7525228474503851,0.7838734927297635,0.5658132833237948,0.3043950928503368
41.026773,-75.708963,US,Pennsylvania,Carbon,Populus tremuloides,1957,M,Pennsylvania_Carbon,107,378.2860412597656,6.182817840576172,7.324718475341797,-1.2995023727416992,-1.5568902015686037,224.2750663757324,277.5496826171875,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,3.1025142484802313,7.123329370963475,-3.813713128364692,-2.101861588043324,246.4550278081732,289.2301035456297,3.080303592095941,0.2013891043783218,2.5142107556229925,0.5449713864747201,-0.08999597869719445,-0.04038452700895791
46.7833,-92.1,US,Minnesota,Saint Louis,Populus deltoides,1949,M,Minnesota_Saint Louis,119,419.8227844238281,-6.0661968231201175,-1.1522632598876954,-16.321910095214843,-13.436906433105468,88.14226818084717,145.27986526489258,5.2.1,Northern Lakes and Forests,5.2,MIXED WOOD SHIELD,-6.642284429679481,1.0430211116285897,-14.930300965389964,-10.900540280382172,66.66346495591988,153.76336143461597,0.5760876065593639,-2.1952843715162853,-1.3916091298248805,-2.5363661527232964,0.3221975221229469,-0.05517241617620846
43.624,-72.97802,US,Vermont,Rutland,Populus tremuloides,1908,M,Vermont_Rutland,91,380.1466979980469,1.161648654937744,2.618546485900879,-6.171041870117188,-6.44849853515625,254.9579811096191,229.30510330200195,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,-0.2875042521347426,3.27319719498398,-7.7120718023332495,-5.785631015601278,223.52552701675285,243.88338273248752,1.449152907072487,-0.6546507090831013,1.5410299322160617,-0.6628675195549718,0.1406213174502904,-0.05977561598149673
45.5202,-112.3402,US,Montana,Madison,Populus balsamifera,1947,F,Montana_Madison,213,2026.469970703125,-0.5202833652496338,3.8832462310791014,-8.76099090576172,-7.207421875,44.99826145172119,82.36458587646484,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-3.042690004307334,2.9540350912498834,-11.703140925391246,-7.693026084258776,62.84225337974096,114.98684872202512,2.5224066390577,0.929211139829218,2.9421500196295263,0.485604209258776,-0.2839489510376517,-0.28370429495309457
48.278018,-113.612604,US,Montana,Flathead,Populus balsamifera,1947,F,Montana_Flathead,190,1498.6055908203125,-2.8302738189697267,2.743396186828613,-10.59246826171875,-8.66200942993164,222.66021347045896,87.4927806854248,6.2.4,Canadian Rockies,6.2,WESTERN CORDILLERA,-2.699748634601453,3.269311313769397,-9.887193280882752,-7.130135079712426,204.1607093585548,140.26960498889954,-0.13052518436827354,-0.525915126940784,-0.7052749808359966,-1.5318743502192138,0.09061246000774148,-0.3762527477542359
42.32426,-71.1408,US,Massachusetts,Norfolk,Populus tremuloides,1902,F,Massachusetts_Norfolk,104,57.23875045776367,2.9887248992919924,7.932777404785156,-3.776713180541992,1.448685073852539,461.5870666503906,287.221492767334,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,3.711373631850328,5.78874178694076,-2.7556749537637675,-1.3533602265951,307.10094407615014,286.14971552039395,-0.7226487325583353,2.1440356178443967,-1.0210382267782243,2.802045300447639,0.5030467198301201,0.00374551218753053
39.0516,-116.8365,US,Nevada,Nye,Populus tremuloides,2003,F,Nevada_Nye,171,1775.63330078125,6.228998184204102,13.405500793457032,-3.0643630981445313,1.032236385345459,36.307063579559326,68.11072635650635,10.1.5,Central Basin and Range,10.1,COLD DESERTS,5.491982255547734,12.12811617811187,-5.181081368559497,-0.4468237628768966,39.73063870585571,46.36806949443176,0.7370159286563673,1.2773846153451611,2.116718270414966,1.4790601482223558,-0.08616964735056726,0.46891442967418817
38.63,-119.32,US,Nevada,Douglas,Populus trichocarpa,1989,F,Nevada_Douglas,121,1845.7598876953125,3.888920211791992,10.361273193359375,-8.031782531738282,-1.3288143157958985,88.00003242492676,98.86974143981934,10.1.5,Central Basin and Range,10.1,COLD DESERTS,4.409297991001001,9.46975154395865,-6.715585139323089,-3.3803374273837106,155.60995948185354,86.91765799426231,-0.5203777792090087,0.8915216494007261,-1.3161973924151926,2.0515231115878123,-0.4344832893861856,0.1375104175764379
46.79327,-68.11687,US,Maine,Aroostook,Populus tremuloides,1939,F,Maine_Aroostook,157,261.243896484375,-1.9755247116088868,-2.6253246307373046,-9.590196228027343,-14.399656677246094,225.77509689331055,181.07720947265625,8.1.8,Acadian Plains and Hills,8.1,MIXED WOOD PLAINS,-3.4339736146694517,1.1234073044121775,-11.38058653750662,-8.866602643437746,213.69576102305268,204.44649473975687,1.458448903060565,-3.748731935149482,1.7903903094792764,-5.533054033808348,0.05652585625671251,-0.1143051403099268
42.5923061,-72.7917595,US,Massachusetts,Franklin,Populus tremuloides,1907,F,Massachusetts_Franklin,132,261.84637451171875,-0.7375523567199707,5.291768264770508,-8.749300384521485,-4.290219116210937,204.51536178588867,211.50738143920896,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,1.7406862675926609,5.184309178039808,-5.637623704974933,-3.711140669794643,264.7519742988328,286.53289605533377,-2.4782386243126315,0.10745908673070036,-3.1116766795465516,-0.5790784464162941,-0.22752091905064856,-0.26183909648418263
45.2619444,-93.0294444,US,Minnesota,Anoka,Populus tremuloides,2000,M,Minnesota_Anoka,65,276.8253479003906,0.37153441905975343,10.306571197509763,-8.426325225830078,-2.4893251419067384,61.00626468658447,168.8217601776123,8.1.4,North Central Hardwood Forests,8.1,MIXED WOOD PLAINS,-3.254617104186849,4.152340206378649,-11.233955448603226,-6.856605264599583,67.4432932480311,182.5317363249354,3.6261515232466026,6.154230991131114,2.807630222773147,4.367280122692845,-0.09544356823996793,-0.07511009550096626
47.486252,-117.57507,US,Washington,Spokane,Populus tremuloides,1927,F,Washington_Spokane,138,726.762939453125,1.1643831253051755,8.099150848388671,-4.53886604309082,-1.2221172332763672,215.36524963378903,101.66667556762695,10.1.2,Columbia Plateau,10.1,COLD DESERTS,1.7917273064222887,8.8616109222925,-4.4484190586865955,-0.934719610129083,207.84514669507237,121.22003228179548,-0.6273441811171132,-0.7624600739038296,-0.09044698440422484,-0.28739762314728423,0.03618127754385014,-0.16130466512922215
40.61245,-74.132357,US,New York,Richmond,Populus deltoides,1925,M,New York_Richmond,95,23.104795455932617,4.661862182617187,11.057549285888673,-2.41761474609375,1.0786273002624511,245.7142791748047,228.2889060974121,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,5.679695581228047,8.596943738280226,-0.9986259747635946,0.4831025469666276,274.4337011683189,291.61949918762974,-1.0178333986108594,2.4606055476084467,-1.4189887713301552,0.5955247532958234,-0.10464976375441476,-0.21716858189057636
40.355651,-116.99427,US,Nevada,Lander,Populus fremontii,1991,M,Nevada_Lander,112,1829.3778076171875,-2.033335876464844,7.412045288085937,-13.494764709472657,-2.6278945922851564,33.221012592315674,104.0212860107422,10.1.5,Central Basin and Range,10.1,COLD DESERTS,2.883912806882192,9.188295656092029,-6.8124759221481055,-2.506142181047872,58.690395829984446,68.41236165800015,-4.917248683347037,-1.7762503680060917,-6.682288787324551,-0.12175241123728452,-0.4339616878960743,0.52050424060427
47.487372,-117.575873,US,Washington,Spokane,Populus tremuloides,1952,M,Washington_Spokane,88,726.762939453125,-0.7156692981719971,7.498143768310547,-7.595703125,-1.660590934753418,249.5240249633789,72.3100471496582,10.1.2,Columbia Plateau,10.1,COLD DESERTS,1.7917273064222887,8.8616109222925,-4.4484190586865955,-0.934719610129083,207.84514669507237,121.22003228179548,-2.5073966045942857,-1.3634671539819534,-3.1472840663134045,-0.725871324624335,0.20052851332368715,-0.4034810436152841
37.56859,-112.90352,US,Utah,Iron,Populus tremuloides,2018,F,Utah_Iron,159,1938.1217041015625,8.521289062500045,9.360156250000044,-3.668115234374966,-2.895874023437443,70.52439086914063,85.08636108398437,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,3.484129271907259,9.693527205651549,-6.802789775072517,-2.381743086722968,75.73968904162362,89.47528382808221,5.037159790592787,-0.333370955651505,3.134674540697551,-0.5141309367144751,-0.06885819361651803,-0.0490517890117087
42.45649,-71.88128,US,Massachusetts,Worcester,Populus grandidentata,1932,F,Massachusetts_Worcester,114,216.3468017578125,4.042765045166016,3.0580982208251952,-3.58278694152832,-4.430903625488281,271.13001251220703,204.5258102416992,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,2.426486488483784,5.536551687096349,-4.807179895740444,-3.0057974472666977,274.670218943903,272.79835478093446,1.6162785566822322,-2.4784534662711537,1.2243929542121244,-1.4251061782215837,-0.01288893439306218,-0.2502674350586177
42.52202,-72.60972,US,Massachusetts,Franklin,Populus tremuloides,1972,F,Massachusetts_Franklin,134,261.84637451171875,3.131994247436523,3.1456415176391603,-4.444614410400391,-4.621962356567383,246.12740325927737,375.3339309692383,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,1.7406862675926609,5.184309178039808,-5.637623704974933,-3.711140669794643,264.7519742988328,286.53289605533377,1.391307979843862,-2.0386676604006473,1.1930092945745423,-0.9108216867727394,-0.07034724137140284,0.3099156715910054
43.830772,-116.203451,US,Idaho,Ada,Populus trichocarpa,1947,F,Idaho_Ada,94,934.78924560546875,7.056527709960937,13.824232482910157,-0.06087872385978699,2.0074901580810547,64.88493156433105,91.50131034851074,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,4.1222879021349605,11.326159235208976,-3.65708776014336,0.799149112260643,116.22697209228905,92.57564056528716,2.9342398078259766,2.4980732477011802,3.596209036283573,1.2083410458204118,-0.4417394654933475,-0.01160489098661722
40.275941,-75.053781,US,Pennsylvania,Bucks,Populus tremuloides,1948,M,Pennsylvania_Bucks,85,101.19856262207033,4.473581314086914,11.06808624267578,-3.144251251220703,0.16841320991516112,220.05633163452148,370.00390625,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,5.30702696210247,9.282934233721566,-1.747853640358326,0.06302548539770106,255.4592194675187,281.2782003566197,-0.8334456480155561,1.7851520089542134,-1.396397610862377,0.10538772451746006,-0.1385852814660253,0.3154375482383243
38.26582,-103.72192,US,Colorado,Crowley,Populus deltoides,2014,F,Colorado_Crowley,168,1388.25341796875,5.12101936340332,14.945510864257813,-7.424407196044922,-1.565894603729248,13.647451162338257,79.56224727630615,9.4.3,Southwestern Tablelands,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,6.445811318745048,13.653411381184554,-5.9887238294795395,-1.7230517605660831,17.881167982620962,91.6004424280692,-1.3247919553417278,1.2920994830732582,-1.4356833665653823,0.1571571568368353,-0.23676959046509335,-0.1314207096894346
38.566237,-106.570923,US,Colorado,Gunnison,Populus balsamifera,1958,F,Colorado_Gunnison,188,2905.71240234375,-0.1581125497817993,0.871910572052002,-13.468479919433594,-10.119025421142576,115.67614936828612,103.99180507659912,6.2.14,Southern Rockies,6.2,WESTERN CORDILLERA,-1.9241586536453177,3.2069345505047258,-14.39692783808304,-9.197976274249934,111.04498347064197,108.3956137002416,1.7660461038635185,-2.335023978452724,0.9284479186494464,-0.921049146892642,0.04170531394485329,-0.0406271847477225
42.408823,-74.617236,US,New York,Delaware,Populus grandidentata,1909,F,New York_Delaware,153,555.55316162109375,0.6320699214935303,1.7185829162597657,-6.684502410888672,-6.094449615478515,304.6588897705078,255.0981674194336,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,0.8641303396831128,4.414607774910807,-6.278176522012483,-4.721090924950206,228.85423432754257,258.980850701853,-0.23206041818958256,-2.696024858651042,-0.4063258888761885,-1.3733586905283088,0.33123553805201394,-0.01499216359779926
44.42782,-69.03303,US,Maine,Waldo,Populus tremuloides,1956,F,Maine_Waldo,164,106.6386947631836,-3.350498580932617,0.6595651149749756,-0.4973762893676758,-8.62206802368164,269.7499771118164,262.8555450439453,8.1.8,Acadian Plains and Hills,8.1,MIXED WOOD PLAINS,0.4289068180625727,3.22674468237312,-6.4894966274196815,-4.571390864748913,304.6815661197598,276.8084604497316,-3.77940539899519,-2.5671795673981443,5.992120338052006,-4.050677158932727,-0.1146494993209172,-0.05040639069744099
39.992697,-74.863433,US,New Jersey,Burlington,Populus grandidentata,1963,M,New Jersey_Burlington,104,21.54277610778809,3.430179214477539,10.57733383178711,-2.556446075439453,2.550142288208008,200.86438751220703,200.88352012634277,8.5.4,Atlantic Coastal Pine Barrens,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,6.408120841495062,9.27538783610368,-0.04668360800561199,1.340259309170628,268.0653200970666,276.75619944788826,-2.977941627017523,1.301945995683429,-2.5097624674338412,1.2098829790373795,-0.2506886476793271,-0.2741498816391714
38.130252,-107.048088,US,Colorado,Hinsdale,Populus balsamifera,1965,F,Colorado_Hinsdale,148,3326.313232421875,-4.6668212890625,-1.7632410049438476,-16.368988037109375,-12.998513793945312,135.63985061645508,157.20965576171875,6.2.14,Southern Rockies,6.2,WESTERN CORDILLERA,-3.189493002906694,1.8835413913766883,-16.002833845494155,-10.890118150470636,98.23276004823587,109.91127568585532,-1.4773282861558057,-3.646782396320536,-0.3661541916152195,-2.108395643474676,0.38080056541067314,0.4303323729136769
41.87437,-111.57132,US,Utah,Cache,Populus tremuloides,2018,F,Utah_Cache,150,1918.077880859375,0.40461425781251137,4.322290039062523,-10.841040039062475,-6.3283203124999545,84.37342529296876,172.14134765625,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,-0.6708541063181422,5.670048168076187,-9.343006397829216,-4.863385725582346,122.88121516773256,136.7620495779374,1.0754683641306535,-1.3477581290136644,-1.498033641233258,-1.4649345869176085,-0.31337409727109844,0.25869236522483363
47.10528,-104.71194,US,Montana,Dawson,Populus deltoides,1959,F,Montana_Dawson,173,784.39666748046875,-3.060441589355469,6.089493942260742,-11.465290069580078,-3.831963348388672,34.328803062438965,50.98945927619934,9.3.3,Northwestern Great Plains,9.3,WEST-CENTRAL SEMIARID PRAIRIES,-2.807675130564277,4.377823068113889,-11.162268192485229,-6.83918451080803,27.44326736106206,88.41545625313991,-0.252766458791192,1.7116708741468534,-0.3030218770948512,3.007221162419358,0.25090072587881657,-0.4232969953781294
39.003166,-76.97192,US,Maryland,Prince George's,Populus grandidentata,1963,F,Maryland_Prince George's,96,45.22758102416992,4.284756851196289,14.302792358398438,-3.246993637084961,3.085153007507324,170.2589225769043,217.1994171142578,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,7.260948653140311,12.11567881287647,-0.3624387693531427,2.017941714805716,233.84789936178825,270.71227491611194,-2.9761918019440214,2.187113545521969,-2.8845548677318185,1.0672112927016082,-0.2719245157148273,-0.19767429392862457
45.5994453,-92.9958344,US,Minnesota,Chisago,Populus grandidentata,2001,M,Minnesota_Chisago,115,277.1820068359375,-10.09811553955078,2.5713104248046874,-17.88923034667969,-8.367979431152344,94.66226959228516,256.4164752960205,8.1.4,North Central Hardwood Forests,8.1,MIXED WOOD PLAINS,-3.441906238460944,3.98309301262518,-11.36503523357844,-7.215205539094299,67.75504465365815,177.96244127986813,-6.656209301089834,-1.4117825878204928,-6.52419511310125,-1.152773892058045,0.3971250417761221,0.4408460203845688
37.42,-117.67,US,Nevada,Esmeralda,Populus fremontii,1992,M,Nevada_Esmeralda,111,1730.9676513671875,7.244563293457031,13.332757568359376,-4.79463119506836,1.426913356781006,44.28829383850098,30.12830400466919,10.1.5,Central Basin and Range,10.1,COLD DESERTS,6.276364643290893,12.629301786022026,-4.849361205020193,-0.39439385124114273,34.51694370807038,42.23329255663297,0.9681986501661388,0.7034557823373504,0.05473000995183241,1.8213072080221488,0.2830885090253795,-0.28662194726427087
42.3695354,-71.9481316,US,Massachusetts,Worcester,Populus tremuloides,1932,F,Massachusetts_Worcester,129,216.3468017578125,4.042765045166016,3.0580982208251952,-3.58278694152832,-4.430903625488281,271.13001251220703,204.5258102416992,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,2.426486488483784,5.536551687096349,-4.807179895740444,-3.0057974472666977,274.670218943903,272.79835478093446,1.6162785566822322,-2.4784534662711537,1.2243929542121244,-1.4251061782215837,-0.01288893439306218,-0.2502674350586177
41.34583,-72.03027,US,Connecticut,New London,Populus tremuloides,1928,F,Connecticut_New London,119,76.20348358154297,5.069234085083008,4.0255481719970705,-1.2360023498535155,-1.3801325798034667,310.22997283935547,222.0114784240723,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,4.386941846144402,5.767450410778784,-1.6108060963123525,-0.5228059645460427,298.20085908081575,287.5079048009279,0.6822922389386061,-1.7419022387817131,0.37480374645883696,-0.857326615257424,0.04033896413182263,-0.22780739340786377
44.0724,-108.2193,US,Wyoming,Washakie,Populus deltoides,1988,F,Wyoming_Washakie,148,1593.8326416015625,0.8542389869689941,7.363630676269532,-9.27515106201172,-4.878348922729492,25.534289836883545,106.475435256958,10.1.4,Wyoming Basin,10.1,COLD DESERTS,-0.34115055233745195,7.074907013348172,-9.769723727339406,-5.589950944676118,35.465883827209474,109.57798124898382,1.1953895393064462,0.28872366292135965,0.49457266532768607,0.7116020219466259,-0.28003232736882755,-0.02831358961593021
37.56819,-112.90304,US,Utah,Iron,Populus tremuloides,2018,F,Utah_Iron,159,1938.1217041015625,8.521289062500045,9.360156250000044,-3.668115234374966,-2.895874023437443,70.52439086914063,85.08636108398437,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,3.484129271907259,9.693527205651549,-6.802789775072517,-2.381743086722968,75.73968904162362,89.47528382808221,5.037159790592787,-0.333370955651505,3.134674540697551,-0.5141309367144751,-0.06885819361651803,-0.0490517890117087
40.994386,-75.734512,US,Pennsylvania,Carbon,Populus tremuloides,1966,F,Pennsylvania_Carbon,134,378.2860412597656,4.786916732788086,7.898600769042969,-2.682773208618164,-1.4410011291503906,225.73490142822263,201.40632247924805,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,3.1025142484802313,7.123329370963475,-3.813713128364692,-2.101861588043324,246.4550278081732,289.2301035456297,1.6844024843078549,0.7752713980794939,1.1309399197465275,0.6608604588929332,-0.08407264629260464,-0.3036467504238414
